id,ctime,time,title,content,shareurl,category,author,level,is_red,image_count,image_urls,local_images
2400175,1781515590,2026-06-15 17:26:30,3连板金钼股份：目前公司尚无产品直接应用于半导体存储芯片领域,【3连板金钼股份：目前公司尚无产品直接应用于半导体存储芯片领域】财联社6月15日电，金钼股份(601958.SH)发布股票交易风险提示公告，公司拥有钼采矿、选矿、冶炼、化工、金属加工、科研、贸易一体化全产业链条，主要生产钼炉料、钼化工、钼金属三大系列产品，2025年度营业收入占比分别为65.85%、12.89%、15.96%。钼金属产品主要有钼粉、钼板、钼棒、钼丝、钼管、钼靶材等，其中钼靶材产品应用于显示屏生产，近三年营业收入占比均不足1%，对公司经营业绩不构成重大影响。公司关注到近期市场出现“钼材料将替代钨”的相关传闻，目前公司尚无产品直接应用于半导体存储芯片领域。,https://api3.cls.cn/share/article/2400175?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400170,1781515106,2026-06-15 17:18:26,恒尚节能：筹划购买深圳金胜电子公司控制权明起停牌 后者专注固态存储领域研发、生产及销售,【恒尚节能：筹划购买深圳金胜电子公司控制权明起停牌 后者专注固态存储领域研发、生产及销售】财联社6月15日电，恒尚节能(603137.SH)公告称，公司正在筹划以发行股份及支付现金的方式收购深圳市金胜电子科技有限公司控制权，并募集配套资金，该项交易尚处于筹划阶段。公司股票于6月16日开市起停牌，预计停牌不超10个交易日。深圳市金胜电子科技有限公司一般经营项目包括：集成电路制造；集成电路芯片及产品制造；集成电路销售；集成电路芯片及产品销售；集成电路设计；集成电路芯片设计及服务；半导体器件专用设备制造；半导体器件专用设备销售等。小财注：金胜电子专注于固态存储领域的研发、生产及销售。公司拥有KingSpec金胜维消费级存储和YANSEN元存工业宽温级存储两大品牌，产品涵盖SSD固态硬盘、DOM电子盘、U盘等。,https://api3.cls.cn/share/article/2400170?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400160,1781514700,2026-06-15 17:11:40,飞鹿股份：实控人筹划公司控制权变更事项 股票明起停牌,【飞鹿股份：实控人筹划公司控制权变更事项 股票明起停牌】财联社6月15日电，飞鹿股份(300665.SZ)公告称，公司控股股东、实际控制人章卫国正在筹划公司控制权变更相关事宜，目前相关方正在就具体交易方案、协议等进行论证和磋商。为保证公平信息披露，维护投资者利益，避免股价异常波动，公司股票自2026年6月16日开市起停牌，预计停牌时间不超过2个交易日。本次交易能否最终实施尚存在不确定性。,https://api3.cls.cn/share/article/2400160?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400155,1781514504,2026-06-15 17:08:24,中金公司：换股吸收合并东兴证券、信达证券申请获上交所受理,【中金公司：换股吸收合并东兴证券、信达证券申请获上交所受理】财联社6月15日电，中金公司(601995.SH)公告称，公司拟通过向东兴证券、信达证券全体A股换股股东发行A股股票的方式，换股吸收合并东兴证券、信达证券。2026年6月12日，公司收到上交所出具的受理通知，认为申请文件齐备，符合法定形式，决定予以受理并依法审核。本次交易尚需上交所审核通过及证监会等批准，存在不确定性。,https://api3.cls.cn/share/article/2400155?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400151,1781514450,2026-06-15 17:07:30,国产GPU企业燧原科技科创板IPO获上市委会议通过,【国产GPU企业燧原科技科创板IPO获上市委会议通过】财联社6月15日电，国产GPU企业上海燧原科技股份有限公司科创板IPO获上市委会议通过，公司拟融资金额60亿元。募集资金投向：基于五代AI芯片系列产品研发及产业化项目、基于六代AI芯片系列产品研发及产业化项目、先进人工智能软硬件协同创新项目。公司预计2026年1-6月营业收入同比将呈大幅增长趋势，预计2026年上半年即可实现2025年全年收入规模。,https://api3.cls.cn/share/article/2400151?os=web&sv=&app=CailianpressWeb,,,B,,3,https://image.cls.cn/images/20260615/T4iitDWG23_2093x1269.png|https://image.cls.cn/images/20260615/jq2eoTP9GX_898x438.png|https://image.cls.cn/images/20260615/27i99KdtDL_879x950.png,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph-red/raw/2026-06-15/images/2400151/image-01.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph-red/raw/2026-06-15/images/2400151/image-02.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph-red/raw/2026-06-15/images/2400151/image-03.png
2400105,1781512628,2026-06-15 16:37:08,美股光通信板块盘前大涨 迈威尔科技涨近6%,【美股光通信板块盘前大涨 迈威尔科技涨近6%】财联社6月15日电，美股光通信板块盘前大涨。迈威尔科技涨近6%，Coherent涨超5%，Lumentum、Credo、康宁涨超4%。,https://api3.cls.cn/share/article/2400105?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400099,1781512519,2026-06-15 16:35:19,甘肃能源：控股子公司拟投建凉州九墩滩300万千瓦光伏项目和民勤南湖100万千瓦风电项目 动态总投资分别为90.3亿元、38.87亿元,【甘肃能源：控股子公司拟投建凉州九墩滩300万千瓦光伏项目和民勤南湖100万千瓦风电项目 动态总投资分别为90.3亿元、38.87亿元】财联社6月15日电，甘肃能源(000791.SZ)公告称，控股子公司润能公司拟投资建设腾格里沙漠大基地600万千瓦新能源项目中凉州九墩滩300万千瓦光伏项目和民勤南湖100万千瓦风电项目，项目动态总投资分别为90.3亿元、38.87亿元。,https://api3.cls.cn/share/article/2400099?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400055,1781510512,2026-06-15 16:01:52,太空概念股盘前普涨 SpaceX涨近6%,【太空概念股盘前普涨 SpaceX涨近6%】财联社6月15日电，太空概念股盘前普涨，SpaceX美股盘前涨近6%，上市首日收涨19%。Rocket Lab、ASTS涨超6%，回声星通信涨近4%。,https://api3.cls.cn/share/article/2400055?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400054,1781510505,2026-06-15 16:01:45,美股芯片股盘前集体上涨 美光科技涨超5%,【美股芯片股盘前集体上涨 美光科技涨超5%】财联社6月15日电，美股芯片股盘前集体上涨，美光科技、ARM、闪迪涨超5%，AMD、希捷科技、西部数据涨超4%，高通、英特尔涨超3%。,https://api3.cls.cn/share/article/2400054?os=web&sv=&app=CailianpressWeb,,,B,,1,https://image.cls.cn/images/20260615/Ltu6SvrFcq_405x531.png,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph-red/raw/2026-06-15/images/2400054/image-01.png
2400044,1781510086,2026-06-15 15:54:46,财联社6月15日电，摩根士丹利表示，伊朗协议或使债市解除对美联储升息的押注,财联社6月15日电，摩根士丹利表示，伊朗协议或使债市解除对美联储升息的押注。,https://api3.cls.cn/share/article/2400044?os=web&sv=&app=CailianpressWeb,,,B,,0,,
