id,ctime,time,title,content,shareurl,category,author,level,is_red,image_count,image_urls,local_images
2400300,1781521606,2026-06-15 19:06:46,财联社6月15日电，摩根士丹利将希捷科技目标价从767美元大幅上调至1035美元,财联社6月15日电，摩根士丹利将希捷科技目标价从767美元大幅上调至1035美元。,https://api3.cls.cn/share/article/2400300?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400299,1781521595,2026-06-15 19:06:35,财联社6月15日电，全球芯片LOF(501225)将于2026年6月16日开市起停牌，自2026年6月16日10:30起复牌，停牌期间赎回业务照常办理,财联社6月15日电，全球芯片LOF(501225)将于2026年6月16日开市起停牌，自2026年6月16日10:30起复牌，停牌期间赎回业务照常办理。,https://api3.cls.cn/share/article/2400299?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400296,1781521587,2026-06-15 19:06:27,财联社6月15日电，纳指ETF富国(513870)将于2026年6月16日开市起至当日10:30停牌,财联社6月15日电，纳指ETF富国(513870)将于2026年6月16日开市起至当日10:30停牌。,https://api3.cls.cn/share/article/2400296?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400295,1781521583,2026-06-15 19:06:23,财联社6月15日电，纳指ETF国泰(513100)将于2026年6月16日开市起至当日10:30停牌,财联社6月15日电，纳指ETF国泰(513100)将于2026年6月16日开市起至当日10:30停牌。,https://api3.cls.cn/share/article/2400295?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400298,1781521576,2026-06-15 19:06:16,财联社6月15日电，FOX将以每股160美元的价格以现金和股票形式收购Roku,财联社6月15日电，FOX将以每股160美元的价格以现金和股票形式收购Roku。,https://api3.cls.cn/share/article/2400298?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400297,1781521538,2026-06-15 19:05:38,3天2板炬光科技：光通信相关业务收入占公司整体营业收入的比例较低（2025年占比约8%）,【3天2板炬光科技：光通信相关业务收入占公司整体营业收入的比例较低（2025年占比约8%）】《科创板日报》15日讯，炬光科技(688167.SH)公告称，公司股票于2026年6月11日、12日、15日连续3个交易日内日收盘价格涨幅偏离值累计超过30%，属于股票交易异常波动。近期市场对光通信/算力数据中心产业链关注度较高，公司部分产品可应用于下游光模块领域，但根据公司已披露经营数据，光通信相关业务收入占公司整体营业收入的比例较低（2025年占比约8%），尚未构成核心业绩支柱；同时下游光模块客户整机交付需同时配套高速有源光芯片等关键元器件，当前上游有源芯片供给偏紧可能对部分客户提货节奏产生影响，相关业务收入放量及业绩贡献存在不确定性。公司股价短期波动幅度较大，提醒投资者关注光通信行业技术迭代、市场竞争加剧、供需格局变化等风险，理性看待股价波动，注意投资风险。,https://api3.cls.cn/share/article/2400297?os=web&sv=&app=CailianpressWeb,,,B,,0,,
2400293,1781521428,2026-06-15 19:03:48,李书福、张雪达成合作意向,【李书福、张雪达成合作意向】财联社6月15日电，近日，在《对话》节目录制现场，吉利控股集团董事长李书福向张雪机车创始人张雪发起“摩托车慢骑”趣味挑战。据了解，李书福和张雪已经达成了一些合作意向。两人在现场表示，将联手推动世界超级摩托车锦标赛（WSBK）在中国落地举办。 （央视财经）,https://api3.cls.cn/share/article/2400293?os=web&sv=&app=CailianpressWeb,,央视财经,C,,0,,
2400291,1781521252,2026-06-15 19:00:52,泡泡玛特自研手游《梦想家园》宣布停运,【泡泡玛特自研手游《梦想家园》宣布停运】财联社6月15日电，泡泡玛特旗下自研潮玩手游《梦想家园》近日发布停服公告称，因 “运营规划调整”，游戏将于2026年8月12日正式终止运营；从6月12日10：00起，游戏已关闭全平台充值、新用户注册，下载入口也将陆续关闭。这也意味着泡泡玛特耗时数年的游戏跨界尝试宣告阶段性失利。,https://api3.cls.cn/share/article/2400291?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400289,1781521164,2026-06-15 18:59:24,市场转入理性观望 港口硫磺价格重心大幅下行,【市场转入理性观望 港口硫磺价格重心大幅下行】财联社6月15日电，主营炼厂方面，各地区价格持稳。普光万州暂停报价。山东地炼液硫报价9550-10050元/吨，环比上一工作日上行50-450元/吨，但成交缩量显著，基本无溢价成交情况，溢价区间0-5元/吨。长江港口市场方面，因地缘消息影响，买卖双方多持观望态度，报价价差较大，交易氛围清淡。最终参考价格在9500元/吨，环比上一工作日下行1500元/吨。 （中联金）,https://api3.cls.cn/share/article/2400289?os=web&sv=&app=CailianpressWeb,,中联金,C,,0,,
2400288,1781521046,2026-06-15 18:57:26,锡业股份：以1.77亿元竞得赤峰大井子锡业100%股权,【锡业股份：以1.77亿元竞得赤峰大井子锡业100%股权】财联社6月15日电，锡业股份(000960.SZ)公告称，公司于2026年6月15日与转让方赤峰大井子矿业有限公司签订《产权交易合同》，以标的转让底价1.77亿元受让赤峰大井子锡业有限公司100%股权。本次交易旨在整合国内锡冶炼产能，推动产业协同发展，巩固公司在全球锡行业的领先地位。交易完成后，大井子锡业将纳入公司合并报表范围。,https://api3.cls.cn/share/article/2400288?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400287,1781521036,2026-06-15 18:57:16,财联社6月15日电，印度方面表示，170万吨尿素的进口招标正在进行中,财联社6月15日电，印度方面表示，170万吨尿素的进口招标正在进行中。,https://api3.cls.cn/share/article/2400287?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400284,1781520873,2026-06-15 18:54:33,矿产资源新规施行 加强矿山“谁损毁 谁治理” 全链条监管,【矿产资源新规施行 加强矿山“谁损毁 谁治理” 全链条监管】财联社6月15日电，记者今天从自然资源部获悉，随着《矿产资源法实施条例》从今天起开始施行，自然资源主管部门下一步将加强矿区生态修复工作，压实各方责任，推动实现“谁损毁、谁治理”“谁修复、谁受益”。自然资源部表示，今天起施行的《矿产资源法实施条例》，细化了矿区生态修复相关制度，进一步明确采矿权人是矿区生态修复的责任人，对采矿权转让的，明确转让人对修复事项弄虚作假的，其生态修复义务不因采矿权转让而免除，从制度上堵住漏洞，防止企业“一转了之”，避免修复责任落空。对于历史遗留的废弃矿区，《条例》规定，由所在地县级以上地方人民政府自然资源主管部门确认矿区生态修复责任人，责任人灭失或者无法确认的，由所在地县级以上地方人民政府组织开展矿区生态修复，并协同开展污染治理。同时，《条例》加强了“谁损毁、谁治理”的全链条监管。 （央视新闻）,https://api3.cls.cn/share/article/2400284?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400282,1781520614,2026-06-15 18:50:14,湖南：紧盯战略性、紧缺性矿种需求 集中力量找大矿、找富矿、找优质矿,【湖南：紧盯战略性、紧缺性矿种需求 集中力量找大矿、找富矿、找优质矿】财联社6月15日电，由中国有色金属工业协会地质矿产分会主办，湖南省地质院、湖南省矿产资源学会承办的第九届全国资源地质大会在湖南省长沙市召开。湖南省地质院党委书记谈文胜在致辞中表示，近年来，该院以科技创新为核心抓手，接连取得平江大型金矿、永州亿吨级锰矿、临武超大型锂矿等标志性成果，交出亮眼出彩的“湖南答卷”。面对全球资源格局重塑，他提出4点倡议。一是使命同担，紧盯战略性、紧缺性矿种需求，深耕重点勘查区域，集中力量找大矿、找富矿、找优质矿，共筑资源安全屏障；二是智慧同启，把科技创新作为地质事业发展的第一引擎，推动地质工作全链条向数字化、智能化、精准化转型升级，共攀科技创新高峰；三是丹青同绘，统筹矿产资源开发与生态保护，坚定不移走人与自然和谐共生的高质量发展新路，共铺绿色发展画卷；四是山海同赴，坚持互利共赢理念，破除各类壁垒隔阂，以全方位精诚合作共谱开放合作华章。,https://api3.cls.cn/share/article/2400282?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400279,1781520418,2026-06-15 18:46:58,乌克兰加入欧盟网络安全储备机制,【乌克兰加入欧盟网络安全储备机制】财联社6月15日电，欧盟理事会当地时间6月15日批准乌克兰加入欧盟网络安全储备机制。乌克兰现可启动欧盟紧急网络安全支持机制，以应对重大和大规模网络安全事件。据了解，该储备机制由欧盟网络安全局（ENISA）负责管理，整合来自可信私营服务提供商的网络事件响应服务资源，旨在协助应对重大或大规模网络安全事件。欧盟方面表示，这一决定是为确保欧盟及其合作伙伴能够通过充分准备、快速响应和共享专业知识来应对不断演变的网络威胁而采取的更广泛举措的一部分。 （央视新闻）,https://api3.cls.cn/share/article/2400279?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400278,1781520324,2026-06-15 18:45:24,联合国：今年前5个月苏丹逾千名平民死于无人机袭击,【联合国：今年前5个月苏丹逾千名平民死于无人机袭击】财联社6月15日电，联合国人权事务高级专员沃尔克·图尔克当地时间6月15日表示，今年前五个月，已有超过1000名苏丹平民在无人机袭击中丧生。图尔克当天在联合国人权理事会会议上说，随着苏丹武装冲突持续扩大和升级，武装无人机在战场上的使用显著增加，造成大量平民伤亡。他表示，联合国人权事务高级专员办公室记录显示，2026年1月至5月期间，已有超过1000名平民死于无人机袭击。 （央视新闻）,https://api3.cls.cn/share/article/2400278?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400277,1781520274,2026-06-15 18:44:34,报告：今年夏令快消品或总体温和增长,【报告：今年夏令快消品或总体温和增长】财联社6月15日电，2026第21届饮品冷饮年会6月15日上海举行。会上发布的《2026中国饮品冷饮（夏令快消品）产业趋势报告》显示，2026年以来，饮品、冷饮、啤酒等主要夏令快消品进入温和复苏周期。但行业整体仍处于成本高企、终端竞争加剧、消费更趋理性的大环境中。较多受访企业高管表示，2026年守住基本盘，实现有质量的增长，把利润提上去。据调研，58%的企业表示增速会在10%以下；预计增长10%至20%的企业占比为34%，稳健温和增长成为2026的发展主线。,https://api3.cls.cn/share/article/2400277?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400276,1781520160,2026-06-15 18:42:40,财联社6月15日电，巴基斯坦中央银行维持基准利率在11.5%不变,财联社6月15日电，巴基斯坦中央银行维持基准利率在11.5%不变。,https://api3.cls.cn/share/article/2400276?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400275,1781520137,2026-06-15 18:42:17,俄外长：欧洲误判局势 对俄通牒无效,【俄外长：欧洲误判局势 对俄通牒无效】财联社6月15日电，俄罗斯外长拉夫罗夫15日在与白俄罗斯总统卢卡申科会谈后表示，欧洲误以为俄罗斯正在失败，因此认为自己可以向俄方发出最后通牒，“欧洲错了”。他还指出，11日英法德三国驻俄大使会见俄副外长时，没有提出任何新内容。拉夫罗夫重申，俄方致力于遵守俄美元首在美国阿拉斯加州安克雷奇会晤时达成的共识，希望基于美方建议形成的立场能够落实。他期待美国总统特使威特科夫和特朗普女婿库什纳近期到访，说明美方将如何落实上述共识。 （央视新闻）,https://api3.cls.cn/share/article/2400275?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400272,1781519880,2026-06-15 18:38:00,美伊达成协议后首艘能源运输船通过霍尔木兹海峡,【美伊达成协议后首艘能源运输船通过霍尔木兹海峡】财联社6月15日电，据国际航运信息平台“海上交通网站”显示的船舶追踪数据，液化天然气运输船“迪沙”号15日通过霍尔木兹海峡进入阿曼湾。这是美国和伊朗达成协议后首艘通过霍尔木兹海峡的大型能源运输船。数据显示，“迪沙”号长约277米、宽43.4米，3月初在卡塔尔拉斯拉凡港装载液化天然气，之后滞留在霍尔木兹海峡西侧。该船悬挂马耳他旗。知情人士透露，所载货物将运往印度。 （新华社）,https://api3.cls.cn/share/article/2400272?os=web&sv=&app=CailianpressWeb,,新华社,C,,0,,
2400273,1781519877,2026-06-15 18:37:57,常铝股份：控股股东拟协议转让22.38%股份 股票复牌,【常铝股份：控股股东拟协议转让22.38%股份 股票复牌】财联社6月15日电，常铝股份(002160.SZ)公告称，公司控股股东齐鲁财金与济新产发签订《股份转让协议》，拟以5.79元/股转让其持有的公司22.38%股份，总价款约13.38亿元。若交易完成，公司控股股东将变更为济新产发，实际控制人将变更为济南新旧动能转换起步区管理委员会。公司股票自2026年6月16日起复牌。本次交易尚需取得合规性确认及办理过户手续，存在不确定性。,https://api3.cls.cn/share/article/2400273?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400270,1781519827,2026-06-15 18:37:07,刚果（金）埃博拉确诊病例增至782例,【刚果（金）埃博拉确诊病例增至782例】财联社6月15日电，刚果（金）政府6月14日公布的最新数据显示，该国本轮埃博拉疫情累计确诊病例已达782例，过去24小时新增72例，创下本轮疫情暴发以来单日最高增幅。根据通报，在782例确诊病例中，已有181人死亡。疫情目前仍主要集中在东部的伊图里省、北基伍省和南基伍省三个省份。数据显示，自本轮疫情暴发以来，已有约40名患者康复。当地卫生部门表示，将继续加强病例追踪、隔离治疗和社区防控措施，以遏制疫情进一步扩散。,https://api3.cls.cn/share/article/2400270?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400269,1781519818,2026-06-15 18:36:58,国家医保局：去年职工居民医保次均住院费用均下降,【国家医保局：去年职工居民医保次均住院费用均下降】财联社6月15日电，记者今天（15日）从国家医保局获悉，2025年，全国职工医保次均住院费用11152.69元，居民医保次均住院费用7338.49元，分别较2024年下降4.73%、0.94%，群众就医负担进一步减轻，医保支付方式改革落地见效。 （央视新闻）,https://api3.cls.cn/share/article/2400269?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400268,1781519755,2026-06-15 18:35:55,中国—瑞士经贸联委会钟表合作工作组第六次会议在上海召开,【中国—瑞士经贸联委会钟表合作工作组第六次会议在上海召开】财联社6月15日电，中国—瑞士经贸联委会钟表合作工作组第六次会议6月10日在上海市召开。瑞方代表团由瑞士联邦经济总局、瑞士钟表工业联合会、瑞士驻华大使馆、瑞士驻上海总领事馆的代表组成，中方代表团由工业和信息化部、商务部、中国钟表协会、广东省钟表行业协会、深圳市钟表行业协会、中国商业企业管理协会钟表商业分会和国内钟表骨干企业的代表组成。中瑞双方在本次会议上分别就中瑞自贸协定升级谈判中钟表领域经济技术合作相关内容、《关于在中瑞经贸联委会框架下建立钟表合作工作组的谅解备忘录》升级有关事项、联合开展钟表领域从业人员培训、借助展会平台促进双方交流合作、强化知识产权保护、个性化改装手表的维修服务等议题进行了深入交流，达成了系列共识，并确定了下一阶段共同推动落实的工作事项。中瑞双方均同意继续发挥好钟表合作工作组作用，进一步加强中瑞钟表行业的交流与合作，推动中瑞两国钟表行业共同迈向新的发展阶段。,https://api3.cls.cn/share/article/2400268?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400267,1781519619,2026-06-15 18:33:39,亿纬锂能：预计上半年净利同比增长95%-110%,【亿纬锂能：预计上半年净利同比增长95%-110%】财联社6月15日电，亿纬锂能(300014.SZ)公告称，预计2026年半年度归属于上市公司股东的净利润为31.30亿元-33.71亿元，同比增长95%-110%。业绩变动主要系公司坚持产品迭代与服务升级，把握市场增长机遇，营业收入同比增长约60%，并通过供应链多元化布局和战略性采购有效缓冲成本上涨压力。小财注：亿纬锂能Q1净利14.46亿元，据此计算，Q2净利预计16.84亿元-19.25亿元，环比增长16.46%-33.13%。,https://api3.cls.cn/share/article/2400267?os=web&sv=&app=CailianpressWeb,,,B,,1,https://image.cls.cn/images/20260615/1cJ3NQ39sy_1320x903.jpg,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph/raw/2026-06-15/images/2400267/image-01.jpg
2400263,1781519558,2026-06-15 18:32:38,财联社6月15日电，印度5月失业率为5.5%,财联社6月15日电，印度5月失业率为5.5%。,https://api3.cls.cn/share/article/2400263?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400262,1781519528,2026-06-15 18:32:08,两部门联合开展2026年度农业领域机器人典型应用场景遴选工作,【两部门联合开展2026年度农业领域机器人典型应用场景遴选工作】财联社6月15日电，工业和信息化部、农业农村部联合开展2026年度农业领域机器人典型应用场景遴选工作。面向种植、养殖、农产品初加工3个重点领域，聚焦育苗繁育、耕整、播栽、田间管理、收获，饲养、繁育、畜禽产品采集、废弃物资源化利用与无害化处理，农产品初制加工、储运等关键环节，征集遴选一批技术先进、成熟度高、成效明显、应用前景广阔、可复制推广的机器人典型应用场景，并加强推广应用。,https://api3.cls.cn/share/article/2400262?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400261,1781519326,2026-06-15 18:28:46,录音显示美军仍在执行对伊朗海上封锁,【录音显示美军仍在执行对伊朗海上封锁】财联社6月15日电，霍尔木兹海峡附近水域商船上的一名海员向新华社记者独家提供的船舶无线电公共频道录音显示，美军15日对海峡附近船只喊话说，美国对伊朗港口和沿海地区的封锁仍然有效，并警告船只不要试图突破封锁。这名海员说，当天还听到美军在无线电公共频道勒令船只返回伊朗港口。 （新华社）,https://api3.cls.cn/share/article/2400261?os=web&sv=&app=CailianpressWeb,,新华社,B,,0,,
2400260,1781519276,2026-06-15 18:27:56,天顺风能：湖北风电场项目成功并网发电,"【天顺风能：湖北风电场项目成功并网发电】财联社6月15日电，天顺风能(002531.SZ)公告称，公司控股子公司京山天京新能源开发有限公司及钟祥天成新能源开发有限公司所持有的京山项目(250MW)和钟祥项目(218.4MW)已成功并网发电。此举将增加公司新能源装机容量，形成稳定发电收益，对经营业绩有积极提升作用。截至目前，公司累计在运营风电场并网容量2,251.4MW，新核准指标461.6MW，已开工251.6MW。",https://api3.cls.cn/share/article/2400260?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400259,1781519189,2026-06-15 18:26:29,赛分科技：拟投资3亿元建设规模化蛋白生产和色谱填料扩产项目,【赛分科技：拟投资3亿元建设规模化蛋白生产和色谱填料扩产项目】《科创板日报》15日讯，赛分科技(688758.SH)公告称，公司全资子公司扬州赛分拟投资约3亿元建设规模化蛋白生产和色谱填料扩产项目，资金来源包括自有资金、银行贷款等。项目位于扬州高新技术产业开发区生物健康产业园，设计产能为年产蛋白3000公斤与硅胶基质填料18吨，建设期预计24个月。本次投资已获董事会审议通过，无需提交股东会审议，但存在土地取得、审批手续及实施进度等不确定性风险。,https://api3.cls.cn/share/article/2400259?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400257,1781519169,2026-06-15 18:26:09,财联社6月15日电，全球基金在交易日前净出售59.7亿卢比印度股票,财联社6月15日电，全球基金在交易日前净出售59.7亿卢比印度股票。,https://api3.cls.cn/share/article/2400257?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400256,1781519138,2026-06-15 18:25:38,*ST仕净：法院决定启动预重整并通知债权申报,【*ST仕净：法院决定启动预重整并通知债权申报】财联社6月15日电，*ST仕净(301030.SZ)公告称，公司收到苏州中院决定书，法院决定对公司启动预重整，并指定清算组担任临时管理人。临时管理人通知债权人于公告之日起30日内(截至2026年7月9日)通过“破栗子”平台线上申报债权。预重整不代表正式受理重整，公司能否进入重整程序存在不确定性。若法院受理重整，公司股票将被实施退市风险警示；若重整失败，公司存在被宣告破产及股票终止上市的风险。,https://api3.cls.cn/share/article/2400256?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400252,1781519091,2026-06-15 18:24:51,财联社6月15日电，上交所对国晟科技及有关责任人予以监管警示,财联社6月15日电，上交所对国晟科技及有关责任人予以监管警示。,https://api3.cls.cn/share/article/2400252?os=web&sv=&app=CailianpressWeb,,,C,,1,https://image.cls.cn/images/20260615/5mI47fl91Q_1187x4523.png,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/skills-engineering-workspace/examples/market/cls-telegraph/raw/2026-06-15/images/2400252/image-01.png
2400250,1781518922,2026-06-15 18:22:02,财联社6月15日电，花旗集团将Adobe目标股价从264美元下调至228美元,财联社6月15日电，花旗集团将Adobe目标股价从264美元下调至228美元。,https://api3.cls.cn/share/article/2400250?os=web&sv=&app=CailianpressWeb,,,C,,0,,
2400249,1781518898,2026-06-15 18:21:38,土耳其和沙特拟建跨国铁路 绕开霍尔木兹海峡,【土耳其和沙特拟建跨国铁路 绕开霍尔木兹海峡】财联社6月15日电，土耳其交通和基础设施部部长乌拉尔奥卢当地时间6月14日说，土耳其与沙特计划在未来3至4年内建设一条连接两国和约旦、叙利亚的铁路，直通欧洲。这条铁路未来将有助于缓解霍尔木兹海峡航运中断所引发的运输困境。乌拉尔奥卢当天在接受采访时说，土耳其和沙特已签署物流和铁路合作谅解备忘录，其中包括上述项目。乌拉尔奥卢介绍，该铁路项目旨在打造一条直达欧洲的货物运输通道。目前，沙特通往约旦边境的线路已完工；在土耳其境内，东南部靠近叙土边境的伊斯拉希耶至基利斯、加济安泰普段也已竣工。在叙利亚和约旦之间，约有400公里的线路待修建。乌拉尔奥卢表示，这条铁路初期将实现沙特、土耳其、约旦、叙利亚与欧洲之间的货物、石油、天然气运输和人员往来。阿联酋、科威特、卡塔尔、阿曼和也门等国今后也有可能加入这一项目。乌拉尔奥卢说，将为该铁路项目制定融资方案，其中计划投入约1亿美元重建土耳其至叙利亚阿勒颇的铁路线路，打通直达叙利亚首都大马士革的通道。 （央视新闻）,https://api3.cls.cn/share/article/2400249?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
2400247,1781518729,2026-06-15 18:18:49,伊朗国足教练：政治和签证问题影响备赛,【伊朗国足教练：政治和签证问题影响备赛】财联社6月15日电，伊朗国家足球队当地时间6月14日抵达美国洛杉矶，15日将迎来2026美加墨世界杯首战。伊朗国足教练阿米尔·加莱诺埃14日在记者会上说，政治紧张局势和签证问题影响到伊朗队备赛，但球队仍将全力以赴。 （央视新闻）,https://api3.cls.cn/share/article/2400247?os=web&sv=&app=CailianpressWeb,,央视新闻,C,,0,,
